Week,TeamName,PlayerName,LineupPosition,Points
5,emanueljd3,RHAMONDRE STEVENSON,RB,28.40
5,emanueljd3,JAMES CONNER,RB,28.00
5,emanueljd3,DJ MOORE,WR,41.00
5,emanueljd3,MIKE EVANS,WR,29.40
5,emanueljd3,JAKE FERGUSON,TE,21.00
5,emanueljd3,JAMES COOK,FLEX,27.80
5,emanueljd3,DERRICK HENRY,FLEX,26.20
5,emanueljd3,JUSTIN JEFFERSON,FLEX,24.40
5,emanueljd3,RASHOD BATEMAN,FLEX,21.60
5,emanueljd3,BAKER MAYFIELD,SUPER_FLEX,44.40
5,lamjohnson56,GENO SMITH,QB,48.80
5,lamjohnson56,CHASE BROWN,RB,21.80
5,lamjohnson56,ALEXANDER MATTISON,RB,16.20
5,lamjohnson56,ADONAI MITCHELL,WR,14.80
5,lamjohnson56,JAYLEN WADDLE,WR,13.20
5,lamjohnson56,GEORGE KITTLE,TE,28.80
5,lamjohnson56,AARON JONES,FLEX,11.60
5,lamjohnson56,TYLER ALLGEIER,FLEX,9.00
5,lamjohnson56,DIONTAE JOHNSON,FLEX,8.80
5,lamjohnson56,MILES SANDERS,FLEX,8.60
5,lamjohnson56,PATRICK MAHOMES,SUPER_FLEX,36.50
5,mlum20,DANIEL JONES,QB,45.30
5,mlum20,TYRONE TRACY,RB,30.00
5,mlum20,JALEEL MCLAUGHLIN,RB,14.00
5,mlum20,JORDAN WHITTINGTON,WR,24.80
5,mlum20,DYAMI BROWN,WR,19.40
5,mlum20,DAVID NJOKU,TE,3.80
5,mlum20,LILJORDAN HUMPHREY,FLEX,11.60
5,mlum20,JONATHAN MINGO,FLEX,10.40
5,mlum20,LUKE MCCAFFREY,FLEX,6.80
5,mlum20,MARVIN MIMS,FLEX,5.80
5,mlum20,CJ STROUD,SUPER_FLEX,39.50
5,connerstafford11,JOSH ALLEN,QB,29.90
5,connerstafford11,TANK BIGSBY,RB,41.80
5,connerstafford11,JOSH JACOBS,RB,25.80
5,connerstafford11,CHRISTIAN KIRK,WR,21.60
5,connerstafford11,ALLEN LAZARD,WR,17.80
5,connerstafford11,TRAVIS KELCE,TE,23.00
5,connerstafford11,TREY SERMON,FLEX,24.60
5,connerstafford11,RAHEEM MOSTERT,FLEX,21.60
5,connerstafford11,CAM AKERS,FLEX,17.40
5,connerstafford11,JAYLEN WRIGHT,FLEX,17.20
5,connerstafford11,JACOBY BRISSETT,SUPER_FLEX,18.00
6,tmjones212,JUSTIN FIELDS,QB,38.30
6,tmjones212,BIJAN ROBINSON,RB,39.00
6,tmjones212,BUCKY IRVING,RB,33.00
6,tmjones212,DRAKE LONDON,WR,26.80
6,tmjones212,CHRISTIAN WATSON,WR,22.60
6,tmjones212,COLE KMET,TE,31.00
6,tmjones212,TEE HIGGINS,FLEX,22.40
6,tmjones212,AMON RA ST BROWN,FLEX,17.40
6,tmjones212,WANDALE ROBINSON,FLEX,15.00
6,tmjones212,XAVIER LEGETTE,FLEX,13.60
6,tmjones212,DESHAUN WATSON,SUPER_FLEX,20.20
6,BaoDown,LAMAR JACKSON,QB,46.30
6,BaoDown,BREECE HALL,RB,41.80
6,BaoDown,ALVIN KAMARA,RB,23.80
6,BaoDown,STEFON DIGGS,WR,27.40
6,BaoDown,KEENAN ALLEN,WR,25.20
6,BaoDown,MARK ANDREWS,TE,22.20
6,BaoDown,TYLER LOCKETT,FLEX,23.00
6,BaoDown,JAMARR CHASE,FLEX,19.40
6,BaoDown,DEANDRE HOPKINS,FLEX,14.80
6,BaoDown,CADE OTTON,FLEX,13.00
6,BaoDown,DRAKE MAYE,SUPER_FLEX,38.90
6,EBao,BO NIX,QB,41.80
6,EBao,KEN WALKER,RB,27.80
6,EBao,TYLER GOODSON,RB,17.00
6,EBao,AJ BROWN,WR,38.20
6,EBao,JAYDEN REED,WR,17.60
6,EBao,TREY MCBRIDE,TE,27.20
6,EBao,DARIUS SLAYTON,FLEX,17.40
6,EBao,KYLE PITTS,FLEX,17.00
6,EBao,MIKE PITTMAN,FLEX,16.00
6,EBao,JAXON SMITH NJIGBA,FLEX,15.60
6,EBao,JOE BURROW,SUPER_FLEX,37.80
6,Halteclere,JARED GOFF,QB,53.50
6,Halteclere,NAJEE HARRIS,RB,35.40
6,Halteclere,JK DOBBINS,RB,31.40
6,Halteclere,GARRETT WILSON,WR,38.40
6,Halteclere,TANK DELL,WR,24.40
6,Halteclere,EVAN ENGRAM,TE,29.40
6,Halteclere,JAHMYR GIBBS,FLEX,21.20
6,Halteclere,ISAAC GUERENDO,FLEX,19.80
6,Halteclere,DEVAUGHN VELE,FLEX,19.60
6,Halteclere,DALTON KINCAID,FLEX,16.20
6,Halteclere,JUSTIN HERBERT,SUPER_FLEX,30.10
6,androooooo,CALEB WILLIAMS,QB,53.80
6,androooooo,DANDRE SWIFT,RB,36.80
6,androooooo,RICO DOWDLE,RB,16.00
6,androooooo,CHRIS GODWIN,WR,51.00
6,androooooo,TERRY MCLAURIN,WR,28.60
6,androooooo,HUNTER HENRY,TE,17.20
6,androooooo,JOSH DOWNS,FLEX,26.00
6,androooooo,COURTLAND SUTTON,FLEX,20.60
6,androooooo,TROY FRANKLIN,FLEX,15.20
6,androooooo,JALEN TOLBERT,FLEX,12.60
6,androooooo,BROCK PURDY,SUPER_FLEX,47.30
6,ShadyCommish88,JAYDEN DANIELS,QB,43.30
6,ShadyCommish88,RAY DAVIS,RB,36.40
6,ShadyCommish88,CHUBA HUBBARD,RB,28.60
6,ShadyCommish88,ZAY FLOWERS,WR,38.80
6,ShadyCommish88,DEMARIO DOUGLAS,WR,30.40
6,ShadyCommish88,BROCK BOWERS,TE,23.20
6,ShadyCommish88,CEEDEE LAMB,FLEX,25.20
6,ShadyCommish88,AUSTIN EKELER,FLEX,17.60
6,ShadyCommish88,JORDAN MASON,FLEX,17.40
6,ShadyCommish88,GEORGE PICKENS,FLEX,13.60
6,ShadyCommish88,JOE FLACCO,SUPER_FLEX,27.10
6,emanueljd3,BAKER MAYFIELD,QB,53.30
6,emanueljd3,DERRICK HENRY,RB,41.40
6,emanueljd3,DAVID MONTGOMERY,RB,29.00
6,emanueljd3,JAMESON WILLIAMS,WR,26.40
6,emanueljd3,RASHOD BATEMAN,WR,18.20
6,emanueljd3,SAM LAPORTA,TE,17.40
6,emanueljd3,NOAH BROWN,FLEX,15.60
6,emanueljd3,JATAVION SANDERS,FLEX,14.80
6,emanueljd3,CURTIS SAMUEL,FLEX,11.80
6,emanueljd3,JAMES CONNER,FLEX,9.20
6,emanueljd3,JORDAN LOVE,SUPER_FLEX,48.40
6,lamjohnson56,GENO SMITH,QB,32.20
6,lamjohnson56,TYLER ALLGEIER,RB,33.60
6,lamjohnson56,TONY POLLARD,RB,26.60
6,lamjohnson56,DIONTAE JOHNSON,WR,27.60
6,lamjohnson56,ROMEO DOUBS,WR,25.80
6,lamjohnson56,GEORGE KITTLE,TE,28.60
6,lamjohnson56,ALEXANDER MATTISON,FLEX,25.00
6,lamjohnson56,DAMEON PIERCE,FLEX,23.40
6,lamjohnson56,DEVONTA SMITH,FLEX,21.80
6,lamjohnson56,CHASE BROWN,FLEX,20.80
6,lamjohnson56,ANDY DALTON,SUPER_FLEX,30.30
6,mlum20,CJ STROUD,QB,34.60
6,mlum20,SEAN TUCKER,RB,56.40
6,mlum20,TYRONE TRACY,RB,36.40
6,mlum20,BUB MEANS,WR,20.00
6,mlum20,LADD MCCONKEY,WR,12.60
6,mlum20,DAVID NJOKU,TE,11.20
6,mlum20,CALVIN AUSTIN,FLEX,9.20
6,mlum20,BO MELTON,FLEX,7.60
6,mlum20,JALEEL MCLAUGHLIN,FLEX,7.00
6,mlum20,DYAMI BROWN,FLEX,3.20
6,mlum20,DANIEL JONES,SUPER_FLEX,27.70
6,connerstafford11,JALEN HURTS,QB,45.00
6,connerstafford11,JOE MIXON,RB,43.40
6,connerstafford11,JOSH JACOBS,RB,21.00
6,connerstafford11,ALLEN LAZARD,WR,37.80
6,connerstafford11,DEEBO SAMUEL,WR,35.40
6,connerstafford11,TYLER CONKLIN,TE,4.00
6,connerstafford11,GABRIEL DAVIS,FLEX,26.00
6,connerstafford11,KIMANI VIDAL,FLEX,18.20
6,connerstafford11,EMANUEL WILSON,FLEX,15.60
6,connerstafford11,DK METCALF,FLEX,12.60
6,connerstafford11,JOSH ALLEN,SUPER_FLEX,43.10
7,tmjones212,TYLER HUNTLEY,QB,18.70
7,tmjones212,BIJAN ROBINSON,RB,42.60
7,tmjones212,BUCKY IRVING,RB,24.40
7,tmjones212,AMON RA ST BROWN,WR,39.40
7,tmjones212,BRIAN THOMAS,WR,31.20
7,tmjones212,PAT FREIERMUTH,TE,12.20
7,tmjones212,TEE HIGGINS,FLEX,26.40
7,tmjones212,DRAKE LONDON,FLEX,24.60
7,tmjones212,KHALIL SHAKIR,FLEX,20.00
7,tmjones212,JORDAN ADDISON,FLEX,17.20
7,tmjones212,DARNELL MOONEY,SUPER_FLEX,14.20
7,BaoDown,LAMAR JACKSON,QB,64.50
7,BaoDown,SAQUON BARKLEY,RB,48.40
7,BaoDown,BREECE HALL,RB,43.20
7,BaoDown,JAMARR CHASE,WR,24.20
7,BaoDown,TYLER LOCKETT,WR,13.00
7,BaoDown,MARK ANDREWS,TE,24.20
7,BaoDown,DEVON ACHANE,FLEX,19.00
7,BaoDown,ZACK MOSS,FLEX,11.00
7,BaoDown,ALVIN KAMARA,FLEX,10.80
7,BaoDown,STEFON DIGGS,FLEX,9.60
7,BaoDown,DRAKE MAYE,SUPER_FLEX,43.20
7,EBao,BO NIX,QB,31.40
7,EBao,RACHAAD WHITE,RB,43.20
7,EBao,JAVONTE WILLIAMS,RB,40.20
7,EBao,AJ BROWN,WR,28.80
7,EBao,AMARI COOPER,WR,23.20
7,EBao,KYLE PITTS,TE,20.00
7,EBao,KEN WALKER,FLEX,32.60
7,EBao,KYREN WILLIAMS,FLEX,28.20
7,EBao,TYLER GOODSON,FLEX,16.20
7,EBao,MIKE PITTMAN,FLEX,15.60
7,EBao,TREVOR LAWRENCE,SUPER_FLEX,29.90
7,Halteclere,JUSTIN HERBERT,QB,39.50
7,Halteclere,JAHMYR GIBBS,RB,51.00
7,Halteclere,NAJEE HARRIS,RB,29.40
7,Halteclere,GARRETT WILSON,WR,20.20
7,Halteclere,ELIJAH MOORE,WR,14.20
7,Halteclere,DALTON KINCAID,TE,13.40
7,Halteclere,JK DOBBINS,FLEX,16.20
7,Halteclere,MALIK NABERS,FLEX,12.20
7,Halteclere,EVAN ENGRAM,FLEX,12.00
7,Halteclere,JALEN MCMILLAN,FLEX,8.20
7,Halteclere,JARED GOFF,SUPER_FLEX,39.20
7,androooooo,SAM DARNOLD,QB,35.70
7,androooooo,KAREEM HUNT,RB,30.60
7,androooooo,ZAMIR WHITE,RB,6.40
7,androooooo,KEON COLEMAN,WR,32.00
7,androooooo,TERRY MCLAURIN,WR,25.60
7,androooooo,HUNTER HENRY,TE,26.40
7,androooooo,CHRIS GODWIN,FLEX,21.00
7,androooooo,MASON TIPTON,FLEX,15.00
7,androooooo,TROY FRANKLIN,FLEX,15.00
7,androooooo,JACOB COWING,FLEX,12.00
7,androooooo,BROCK PURDY,SUPER_FLEX,26.60
7,ShadyCommish88,ANTHONY RICHARDSON,QB,20.10
7,ShadyCommish88,BRIAN ROBINSON,RB,20.20
7,ShadyCommish88,RAY DAVIS,RB,16.40
7,ShadyCommish88,GEORGE PICKENS,WR,36.20
7,ShadyCommish88,DONTAYVION WICKS,WR,18.60
7,ShadyCommish88,BROCK BOWERS,TE,29.60
7,ShadyCommish88,CHUBA HUBBARD,FLEX,16.40
7,ShadyCommish88,JORDAN MASON,FLEX,15.80
7,ShadyCommish88,TUCKER KRAFT,FLEX,15.60
7,ShadyCommish88,ZAY FLOWERS,FLEX,8.00
7,ShadyCommish88,JAYDEN DANIELS,SUPER_FLEX,10.60
7,emanueljd3,BAKER MAYFIELD,QB,56.40
7,emanueljd3,DERRICK HENRY,RB,46.40
7,emanueljd3,JAMES CONNER,RB,40.40
7,emanueljd3,RASHOD BATEMAN,WR,37.20
7,emanueljd3,JUSTIN JEFFERSON,WR,29.80
7,emanueljd3,JATAVION SANDERS,TE,18.20
7,emanueljd3,TUTU ATWELL,FLEX,16.20
7,emanueljd3,DAVID MONTGOMERY,FLEX,13.00
7,emanueljd3,JAMES COOK,FLEX,12.40
7,emanueljd3,MIKE EVANS,FLEX,12.00
7,emanueljd3,JORDAN LOVE,SUPER_FLEX,32.00
7,lamjohnson56,GENO SMITH,QB,35.70
7,lamjohnson56,AARON JONES,RB,35.20
7,lamjohnson56,ALEXANDER MATTISON,RB,30.60
7,lamjohnson56,ROMEO DOUBS,WR,26.80
7,lamjohnson56,JOSH PALMER,WR,16.60
7,lamjohnson56,GEORGE KITTLE,TE,24.40
7,lamjohnson56,ZACH ERTZ,FLEX,18.00
7,lamjohnson56,TONY POLLARD,FLEX,15.00
7,lamjohnson56,CHASE BROWN,FLEX,12.60
7,lamjohnson56,TYLER ALLGEIER,FLEX,10.00
7,lamjohnson56,PATRICK MAHOMES,SUPER_FLEX,21.20
7,mlum20,RUSSELL WILSON,QB,45.00
7,mlum20,TYRONE TRACY,RB,9.40
7,mlum20,SEAN TUCKER,RB,8.60
7,mlum20,LADD MCCONKEY,WR,14.20
7,mlum20,BUB MEANS,WR,10.40
7,mlum20,DAVID NJOKU,TE,32.20
7,mlum20,CALVIN AUSTIN,FLEX,8.20
7,mlum20,JALEEL MCLAUGHLIN,FLEX,7.00
7,mlum20,PARKER WASHINGTON,FLEX,6.00
7,mlum20,DYAMI BROWN,FLEX,5.60
7,mlum20,DANIEL JONES,SUPER_FLEX,13.90
7,connerstafford11,JOSH ALLEN,QB,47.50
7,connerstafford11,JOE MIXON,RB,41.80
7,connerstafford11,TANK BIGSBY,RB,38.60
7,connerstafford11,DK METCALF,WR,29.80
7,connerstafford11,ALLEN LAZARD,WR,15.60
7,connerstafford11,TYLER CONKLIN,TE,11.40
7,connerstafford11,JOSH JACOBS,FLEX,29.40
7,connerstafford11,JUSTICE HILL,FLEX,18.60
7,connerstafford11,NICK CHUBB,FLEX,13.40
7,connerstafford11,TREY SERMON,FLEX,10.80
7,connerstafford11,JALEN HURTS,SUPER_FLEX,33.80
8,tmjones212,JAMEIS WINSTON,QB,50.80
8,tmjones212,BIJAN ROBINSON,RB,37.20
8,tmjones212,BUCKY IRVING,RB,23.80
8,tmjones212,KHALIL SHAKIR,WR,33.80
8,tmjones212,DARNELL MOONEY,WR,27.20
8,tmjones212,COLE KMET,TE,5.80
8,tmjones212,BRIAN THOMAS,FLEX,21.00
8,tmjones212,JERRY JEUDY,FLEX,20.80
8,tmjones212,XAVIER LEGETTE,FLEX,17.80
8,tmjones212,XAVIER WORTHY,FLEX,17.40
8,tmjones212,TUA TAGOVAILOA,SUPER_FLEX,32.00
8,BaoDown,LAMAR JACKSON,QB,50.10
8,BaoDown,DEVON ACHANE,RB,44.40
8,BaoDown,ALVIN KAMARA,RB,33.40
8,BaoDown,JAMARR CHASE,WR,25.80
8,BaoDown,JAKOBI MEYERS,WR,22.40
8,BaoDown,MARK ANDREWS,TE,18.20
8,BaoDown,SAQUON BARKLEY,FLEX,26.20
8,BaoDown,STEFON DIGGS,FLEX,20.40
8,BaoDown,BREECE HALL,FLEX,18.80
8,BaoDown,ISAIAH LIKELY,FLEX,13.40
8,BaoDown,KYLER MURRAY,SUPER_FLEX,49.50
8,EBao,BO NIX,QB,53.20
8,EBao,KYREN WILLIAMS,RB,37.20
8,EBao,RACHAAD WHITE,RB,20.40
8,EBao,AJ BROWN,WR,21.80
8,EBao,JAXON SMITH NJIGBA,WR,19.80
8,EBao,CADE OTTON,TE,37.20
8,EBao,TREY MCBRIDE,FLEX,36.80
8,EBao,KYLE PITTS,FLEX,34.20
8,EBao,JAVONTE WILLIAMS,FLEX,14.40
8,EBao,KEN WALKER,FLEX,14.00
8,EBao,TREVOR LAWRENCE,SUPER_FLEX,45.80
8,Halteclere,JUSTIN HERBERT,QB,49.70
8,Halteclere,JAHMYR GIBBS,RB,36.60
8,Halteclere,ISAAC GUERENDO,RB,32.40
8,Halteclere,GARRETT WILSON,WR,30.60
8,Halteclere,ELIJAH MOORE,WR,25.00
8,Halteclere,EVAN ENGRAM,TE,17.20
8,Halteclere,NAJEE HARRIS,FLEX,32.20
8,Halteclere,JK DOBBINS,FLEX,23.60
8,Halteclere,MALIK NABERS,FLEX,21.20
8,Halteclere,MIKE WILSON,FLEX,17.20
8,Halteclere,JARED GOFF,SUPER_FLEX,26.70
8,androooooo,BROCK PURDY,QB,49.20
8,androooooo,DANDRE SWIFT,RB,34.80
8,androooooo,KAREEM HUNT,RB,19.60
8,androooooo,JOSH DOWNS,WR,37.40
8,androooooo,TERRY MCLAURIN,WR,33.00
8,androooooo,HUNTER HENRY,TE,14.00
8,androooooo,CHRIS OLAVE,FLEX,32.40
8,androooooo,COURTLAND SUTTON,FLEX,29.80
8,androooooo,DARIUS SLAYTON,FLEX,28.60
8,androooooo,KEON COLEMAN,FLEX,25.00
8,androooooo,SAM DARNOLD,SUPER_FLEX,37.20
8,ShadyCommish88,JAYDEN DANIELS,QB,52.00
8,ShadyCommish88,BRIAN ROBINSON,RB,16.20
8,ShadyCommish88,CHUBA HUBBARD,RB,16.20
8,ShadyCommish88,CEEDEE LAMB,WR,58.20
8,ShadyCommish88,CEDRIC TILLMAN,WR,38.80
8,ShadyCommish88,TUCKER KRAFT,TE,24.60
8,ShadyCommish88,MARVIN HARRISON,FLEX,37.20
8,ShadyCommish88,ZAY FLOWERS,FLEX,33.00
8,ShadyCommish88,JALEN COKER,FLEX,25.60
8,ShadyCommish88,GEORGE PICKENS,FLEX,18.80
8,ShadyCommish88,BRYCE YOUNG,SUPER_FLEX,27.60
8,emanueljd3,KIRK COUSINS,QB,54.80
8,emanueljd3,JAMES COOK,RB,44.60
8,emanueljd3,RHAMONDRE STEVENSON,RB,30.00
8,emanueljd3,CALVIN RIDLEY,WR,38.20
8,emanueljd3,JUSTIN JEFFERSON,WR,34.00
8,emanueljd3,SAM LAPORTA,TE,21.60
8,emanueljd3,PUKA NACUA,FLEX,32.20
8,emanueljd3,NOAH BROWN,FLEX,23.60
8,emanueljd3,DERRICK HENRY,FLEX,22.40
8,emanueljd3,JAMES CONNER,FLEX,21.80
8,emanueljd3,BAKER MAYFIELD,SUPER_FLEX,48.20
8,lamjohnson56,PATRICK MAHOMES,QB,37.60
8,lamjohnson56,TONY POLLARD,RB,29.40
8,lamjohnson56,AARON JONES,RB,21.00
8,lamjohnson56,DEVONTA SMITH,WR,29.00
8,lamjohnson56,COOPER KUPP,WR,21.20
8,lamjohnson56,GEORGE KITTLE,TE,40.60
8,lamjohnson56,ZACH ERTZ,FLEX,22.40
8,lamjohnson56,ROMEO DOUBS,FLEX,17.40
8,lamjohnson56,DJ TURNER,FLEX,16.40
8,lamjohnson56,JOSH PALMER,FLEX,16.40
8,lamjohnson56,GENO SMITH,SUPER_FLEX,20.40
8,mlum20,RUSSELL WILSON,QB,31.20
8,mlum20,TYRONE TRACY,RB,41.00
8,mlum20,JALEEL MCLAUGHLIN,RB,18.20
8,mlum20,LADD MCCONKEY,WR,43.20
8,mlum20,CALVIN AUSTIN,WR,25.80
8,mlum20,DAVID NJOKU,TE,23.20
8,mlum20,PARKER WASHINGTON,FLEX,12.20
8,mlum20,BUB MEANS,FLEX,8.20
8,mlum20,LILJORDAN HUMPHREY,FLEX,4.40
8,mlum20,SEAN TUCKER,FLEX,4.00
8,mlum20,CJ STROUD,SUPER_FLEX,28.50
8,connerstafford11,JALEN HURTS,QB,55.00
8,connerstafford11,JOSH JACOBS,RB,41.00
8,connerstafford11,JOE MIXON,RB,40.80
8,connerstafford11,DEEBO SAMUEL,WR,21.20
8,connerstafford11,RICKY PEARSALL,WR,19.40
8,connerstafford11,TRAVIS KELCE,TE,34.00
8,connerstafford11,JONATHAN TAYLOR,FLEX,33.40
8,connerstafford11,TANK BIGSBY,FLEX,19.20
8,connerstafford11,RAHEEM MOSTERT,FLEX,19.00
8,connerstafford11,TYLER CONKLIN,FLEX,17.40
8,connerstafford11,JOSH ALLEN,SUPER_FLEX,42.30
9,tmjones212,TUA TAGOVAILOA,QB,35.70
9,tmjones212,BIJAN ROBINSON,RB,39.00
9,tmjones212,BUCKY IRVING,RB,9.80
9,tmjones212,DARNELL MOONEY,WR,28.60
9,tmjones212,AMON RA ST BROWN,WR,24.20
9,tmjones212,COLE KMET,TE,0.00
9,tmjones212,JERRY JEUDY,FLEX,21.60
9,tmjones212,JORDAN ADDISON,FLEX,21.20
9,tmjones212,XAVIER LEGETTE,FLEX,18.80
9,tmjones212,KHALIL SHAKIR,FLEX,16.00
9,tmjones212,JAMEIS WINSTON,SUPER_FLEX,22.90
9,BaoDown,LAMAR JACKSON,QB,46.80
9,BaoDown,ALVIN KAMARA,RB,55.00
9,BaoDown,SAQUON BARKLEY,RB,53.80
9,BaoDown,DEANDRE HOPKINS,WR,37.20
9,BaoDown,JAKOBI MEYERS,WR,33.00
9,BaoDown,THEO JOHNSON,TE,19.20
9,BaoDown,DEVON ACHANE,FLEX,47.20
9,BaoDown,TYLER LOCKETT,FLEX,21.60
9,BaoDown,BREECE HALL,FLEX,19.00
9,BaoDown,JAMARR CHASE,FLEX,15.60
9,BaoDown,AARON RODGERS,SUPER_FLEX,38.90
9,EBao,JOE BURROW,QB,53.30
9,EBao,KAREEM HUNT,RB,33.40
9,EBao,KEN WALKER,RB,27.40
9,EBao,JAXON SMITH NJIGBA,WR,59.00
9,EBao,COURTLAND SUTTON,WR,40.60
9,EBao,CADE OTTON,TE,29.40
9,EBao,JAYDEN REED,FLEX,30.60
9,EBao,KYREN WILLIAMS,FLEX,20.00
9,EBao,JAVONTE WILLIAMS,FLEX,18.80
9,EBao,TREY MCBRIDE,FLEX,16.40
9,EBao,BO NIX,SUPER_FLEX,32.90
9,Halteclere,JUSTIN HERBERT,QB,40.60
9,Halteclere,JK DOBBINS,RB,38.00
9,Halteclere,JAHMYR GIBBS,RB,22.20
9,Halteclere,GARRETT WILSON,WR,39.00
9,Halteclere,TANK DELL,WR,34.20
9,Halteclere,EVAN ENGRAM,TE,17.00
9,Halteclere,ROME ODUNZE,FLEX,28.80
9,Halteclere,MALIK NABERS,FLEX,20.80
9,Halteclere,TREY BENSON,FLEX,19.00
9,Halteclere,DALTON KINCAID,FLEX,10.40
9,Halteclere,JARED GOFF,SUPER_FLEX,20.10
9,androooooo,SAM DARNOLD,QB,37.80
9,androooooo,AUSTIN EKELER,RB,25.60
9,androooooo,DANDRE SWIFT,RB,22.40
9,androooooo,JOSH DOWNS,WR,19.00
9,androooooo,TERRY MCLAURIN,WR,17.80
9,androooooo,HUNTER HENRY,TE,18.20
9,androooooo,DARIUS SLAYTON,FLEX,15.00
9,androooooo,JALEN TOLBERT,FLEX,12.80
9,androooooo,ANDREI IOSIVAS,FLEX,9.00
9,androooooo,TREY PALMER,FLEX,8.60
9,androooooo,CALEB WILLIAMS,SUPER_FLEX,22.70
9,ShadyCommish88,JAYDEN DANIELS,QB,39.90
9,ShadyCommish88,RICO DOWDLE,RB,35.40
9,ShadyCommish88,CHUBA HUBBARD,RB,28.40
9,ShadyCommish88,ZAY FLOWERS,WR,45.40
9,ShadyCommish88,CEDRIC TILLMAN,WR,27.00
9,ShadyCommish88,BROCK BOWERS,TE,20.00
9,ShadyCommish88,RAY DAVIS,FLEX,26.00
9,ShadyCommish88,CEEDEE LAMB,FLEX,22.40
9,ShadyCommish88,TYRONE TRACY,FLEX,14.80
9,ShadyCommish88,DEMARIO DOUGLAS,FLEX,14.00
9,ShadyCommish88,BRYCE YOUNG,SUPER_FLEX,20.90
9,emanueljd3,BAKER MAYFIELD,QB,36.00
9,emanueljd3,DERRICK HENRY,RB,42.60
9,emanueljd3,JAMES CONNER,RB,29.80
9,emanueljd3,JUSTIN JEFFERSON,WR,39.60
9,emanueljd3,TYREEK HILL,WR,20.00
9,emanueljd3,JATAVION SANDERS,TE,21.40
9,emanueljd3,RHAMONDRE STEVENSON,FLEX,27.80
9,emanueljd3,DAVID MONTGOMERY,FLEX,22.20
9,emanueljd3,JAKE FERGUSON,FLEX,21.20
9,emanueljd3,CALVIN RIDLEY,FLEX,19.60
9,emanueljd3,KIRK COUSINS,SUPER_FLEX,34.00
9,lamjohnson56,PATRICK MAHOMES,QB,48.90
9,lamjohnson56,CHASE BROWN,RB,45.40
9,lamjohnson56,TONY POLLARD,RB,36.80
9,lamjohnson56,COOPER KUPP,WR,34.80
9,lamjohnson56,DAVANTE ADAMS,WR,31.20
9,lamjohnson56,BEN SINNOTT,TE,3.40
9,lamjohnson56,DEVONTA SMITH,FLEX,27.40
9,lamjohnson56,JOSH PALMER,FLEX,20.60
9,lamjohnson56,AARON JONES,FLEX,20.40
9,lamjohnson56,ALEC PIERCE,FLEX,11.20
9,lamjohnson56,GENO SMITH,SUPER_FLEX,48.50
9,mlum20,DANIEL JONES,QB,42.20
9,mlum20,EMANUEL WILSON,RB,12.80
9,mlum20,JALEEL MCLAUGHLIN,RB,7.00
9,mlum20,QUENTIN JOHNSTON,WR,37.00
9,mlum20,LADD MCCONKEY,WR,17.80
9,mlum20,DAVID NJOKU,TE,11.80
9,mlum20,PARKER WASHINGTON,FLEX,11.20
9,mlum20,LILJORDAN HUMPHREY,FLEX,5.20
9,mlum20,BO MELTON,FLEX,4.80
9,mlum20,SEAN TUCKER,FLEX,4.40
9,mlum20,CJ STROUD,SUPER_FLEX,26.90
9,connerstafford11,JALEN HURTS,QB,54.40
9,connerstafford11,JOE MIXON,RB,30.20
9,connerstafford11,JOSH JACOBS,RB,26.60
9,connerstafford11,DEMARCUS ROBINSON,WR,36.80
9,connerstafford11,RAY RAY MCCLOUD,WR,16.00
9,connerstafford11,TRAVIS KELCE,TE,33.00
9,connerstafford11,TAYSOM HILL,FLEX,22.00
9,connerstafford11,RAHEEM MOSTERT,FLEX,15.60
9,connerstafford11,JONATHAN TAYLOR,FLEX,14.80
9,connerstafford11,JUSTICE HILL,FLEX,14.60
9,connerstafford11,JOSH ALLEN,SUPER_FLEX,40.90
10,tmjones212,TUA TAGOVAILOA,QB,19.50
10,tmjones212,BIJAN ROBINSON,RB,46.80
10,tmjones212,BUCKY IRVING,RB,26.40
10,tmjones212,DRAKE LONDON,WR,28.40
10,tmjones212,AMON RA ST BROWN,WR,25.00
10,tmjones212,PAT FREIERMUTH,TE,12.40
10,tmjones212,DARNELL MOONEY,FLEX,24.20
10,tmjones212,KHALIL SHAKIR,FLEX,17.60
10,tmjones212,WANDALE ROBINSON,FLEX,15.20
10,tmjones212,XAVIER LEGETTE,FLEX,11.00
10,tmjones212,JORDAN ADDISON,SUPER_FLEX,7.80
10,BaoDown,LAMAR JACKSON,QB,61.60
10,BaoDown,ALVIN KAMARA,RB,29.80
10,BaoDown,BREECE HALL,RB,20.60
10,BaoDown,JAMARR CHASE,WR,87.80
10,BaoDown,DEANDRE HOPKINS,WR,15.20
10,BaoDown,MARK ANDREWS,TE,25.60
10,BaoDown,SAQUON BARKLEY,FLEX,17.60
10,BaoDown,DALTON SCHULTZ,FLEX,16.20
10,BaoDown,DEVON ACHANE,FLEX,15.40
10,BaoDown,KEENAN ALLEN,FLEX,13.80
10,BaoDown,KYLER MURRAY,SUPER_FLEX,48.80
10,EBao,JOE BURROW,QB,74.00
10,EBao,CHRISTIAN MCCAFFREY,RB,30.40
10,EBao,KAREEM HUNT,RB,30.00
10,EBao,AJ BROWN,WR,29.80
10,EBao,JAUAN JENNINGS,WR,25.60
10,EBao,TREY MCBRIDE,TE,18.20
10,EBao,RACHAAD WHITE,FLEX,26.00
